"SerieID","id_allocine","titre_fr","titre_vo","poster","synopsis"
"103","107","Aventure et associés","Adventure Inc.","http://fr.web.img5.acsta.net/medias/nmedia/18/35/64/57/18424302.jpg","Explorateur dans l'âme, Judson Cross est toujours partant pour l'aventure, bravant le danger, à la recherche de trésors inestimables."
"104","108","Spy Girls","She Spies","http://fr.web.img1.acsta.net/medias/nmedia/18/35/64/58/18415354.jpg","Trois taulardes sont recrutées pour combattre le crime dans le cadre d'un programme gouvernemental."
"105","109","Enterprise","Enterprise","http://fr.web.img3.acsta.net/medias/nmedia/18/35/64/59/18415355.jpg","Le premier vaisseau terrien Enterprise, dirigé par le capitaine Jonathan Archer, part à la découverte de mondes nouveaux, de nouvelles formes de vie et de civilisations différentes.Note : L'histoire se déroule 100 ans avant les aventures du capitaine Kirk dans la série originale Star Trek."
"106","110","Girlfriends","Girlfriends","http://fr.web.img1.acsta.net/medias/nmedia/18/35/97/90/18440666.jpg",NULL
"107","111","One on One","One on One","http://fr.web.img2.acsta.net/medias/nmedia/18/35/97/98/18440674.jpg","Flex veut être à la fois un père attentionné et le meilleur ami de sa fille Breanna. Leur relation, fondée sur le respect et la confiance, est mise à l'épreuve quotidiennement."
"108","112","The Parkers","The Parkers","http://fr.web.img6.acsta.net/medias/nmedia/18/62/42/71/18641742.jpg","Kim Parker et sa mère Nikki rentrent à l'Université de Santa Monica. Entre le Professeur Oglevee, objet de convoitise pour Nikki, et Stevie et Thaddeus, les amis de Kim, la vie sur le campus est loin d'être monotone."
"109","113","Dead Zone","The Dead Zone","http://fr.web.img2.acsta.net/medias/nmedia/18/35/64/60/18415356.jpg","Après six années de coma suite à un accident, Johnny Smith découvre à son réveil que sa mère est décédée, que sa fiancée s'est mariée, qu'il a un fils, et surtout, qu'il est capable de visualiser le futur par un simple contact physique avec une personne ou un objet !"
"110","114","Gilmore Girls","Gilmore Girls","http://fr.web.img2.acsta.net/pictures/14/12/22/17/44/466569.jpg","Gérante d'une auberge, Lorelai Gilmore vit à Stars Hollow dans le Connecticut avec sa jeune fille Rory. Toutes deux entretiennent une relation harmonieuse et fondée sur la confiance. Pour payer les études de sa fille, Lorelai demande de l'aide à ses parents..."
"111","115","Sexe et dépendances","Off Centre","http://fr.web.img6.acsta.net/medias/nmedia/18/35/64/62/18415358.jpg","Deux amis partagent le même appartement mais tout les sépare. Mike envie d'ailleurs son séduisant co-locataire qui a une vie professionnelle florissante et une vie sexuelle des plus mouvementées."
"112","116","Reba","Reba","http://fr.web.img1.acsta.net/medias/nmedia/18/36/05/78/18449085.jpg","Reba a une très grande famille. En plus de ses trois enfants qu'elle élève, elle doit veiller aussi sur son beau-fils, sa petite fille, son ex-mari et sa nouvelle femme névrotique!"
"113","117","Lost at Home","Lost at Home","http://fr.web.img2.acsta.net/medias/nmedia/18/35/64/63/18415359.jpg","Ambitieux, Michael se consacre entièrement à son travail. Mais lorsqu'il réalise qu'il est sur le point de perdre sa famille, il décide de consacrer plus de temps à sa femme et à ses enfants..."
"114","118","Miracles","Miracles","http://fr.web.img5.acsta.net/medias/nmedia/18/35/64/64/18476675.jpg","Investigateur du paranormal, Paul unit ses forces avec ceux qui, comme lui, tentent d'élucider les mystères survenus un peu partout dans le monde. Des événements étranges qui pourraient faire partie de quelque chose de plus grand, de terrible et qui les dépasse..."
"115","119","Regular Joe","Regular Joe","http://fr.web.img3.acsta.net/medias/nmedia/18/35/64/65/18415361.jpg","Désormais veuf, Joe partage la vie de son fils aîné, Grant, de sa fille Joanie, et de Zoe, la fille de celle-ci..."
"116","120","Veritas","Veritas: The Quest","http://fr.web.img5.acsta.net/medias/nmedia/18/35/64/66/18415362.jpg","Après avoir découvert que son père est à la tête de Veritas, dont le but est de rechercher les mystères de l'histoire et de la civilisation, Nikko, avide d'aventures, intègre l'équipe..."
"117","122","Shérifs à Los Angeles","10-8","http://fr.web.img1.acsta.net/medias/nmedia/18/35/64/67/18441706.jpg","Ancien voyou de Brooklyn, Rico Amonte fait son entrée dans la police de Los Angeles. Le danger des rues ne l'impressionne pas. C'est ce qui l'attend au sein de son propre département qui se révèlera plus difficile.Note : 10-8, code de la police signifiant 'en service'."
"118","123","I'm with Her","I'm with Her","http://fr.web.img3.acsta.net/medias/nmedia/18/35/64/68/18415364.jpg","Sous le charme d'une star du cinéma, un homme tranquille voit sa vie basculer lorsqu'il découvre les aléas de la célébrité. Fréquenter une star n'est pas de tout repos !"
"119","125","Karen Sisco","Karen Sisco","http://fr.web.img4.acsta.net/medias/nmedia/18/35/64/70/18415366.jpg","Officier de police, Karen Sisco traque les dangereux fugitifs sur toute la côte de Miami. Pas évident de s'imposer dans le métier quand on est une belle jeune femme. Mais Karen a bien des ressources..."
"120","126","Agence Matrix","Threat Matrix","http://fr.web.img6.acsta.net/medias/nmedia/18/35/64/71/18415367.jpg","10 agents issus du FBI, de la CIA et de la NSA sont recrutés pour former une unité spéciale intitulée Threat Matrix. Leur mission, neutraliser toute menace à l'encontre des Etats-Unis. Sous la responsabilité du Président des Etats-Unis, l'équipe est dirigée par l'agent spécial John Kilmer."
"121","128","La Star de la famille","Hope & Faith","http://fr.web.img4.acsta.net/medias/nmedia/18/67/59/53/20524368.jpg","Les soeurs Hope et Faith ont des vies radicalement différentes. Femme au foyer et mère de trois enfants, Hope mène une vie centrée sur sa famille, tandis que Faith, actrice d'un feuilleton télévisé vit une vie de star à Hollywood. Après avoir..."
"122","129","My Big Fat Greek Life","My Big Fat Greek Life","http://fr.web.img4.acsta.net/medias/nmedia/18/35/64/73/18415369.jpg","D'origine grecque, Nia a créé des remous dans la famille en épousant Thomas, non grec. Le jeune homme va devoir apprendre à s'intégrer dans cette famille haute en couleurs.Note : Adaptation télévisée et suite du film Mariage à la Grecque (2002)."
"123","130","Queens Supreme","Queens Supreme","http://fr.web.img3.acsta.net/medias/nmedia/18/35/64/74/18415370.jpg","Découvrez les dessous d'un tribunal new-yorkais au travers des juges, avec leurs idéaux, leur boulot, leur vie privée."
"124","131","Cold Case : affaires classées","Cold Case","http://fr.web.img5.acsta.net/medias/nmedia/18/35/64/75/18415371.jpg","Détective de la police de Philadelphie, Lilly Rush enquête sur des affaires non résolues en faisant appel à son instinct, ainsi qu'à la science moderne..."
"125","132","Mon oncle Charlie","Two and a Half Men","http://fr.web.img2.acsta.net/medias/nmedia/18/77/87/76/19787076.jpg","La vie d'un riche célibataire est bouleversée lorsque son frère divorcé et son neveu de 10 ans débarquent dans sa propriété de Malibu. Malgré leurs différences, les deux frères décident de co-habiter pour offrir un foyer au jeune Jake."
"126","133","NCIS : Enquêtes spéciales","NCIS","http://fr.web.img3.acsta.net/pictures/14/02/20/14/58/343811.jpg","La Naval Criminal Investigative Service regroupe une équipe d'agents spéciaux chargés d'enquêter sur des crimes concernant la Marine."
"127","134","The Stones","The Stones","http://fr.web.img5.acsta.net/medias/nmedia/18/35/64/78/18415374.jpg","Après 25 ans de mariage, Winston et Barbara Stone décident de divorcer, tout en continuant à vivre sous le même toit auprès de leurs enfants. Drôle de situation !"
"128","135","The Brotherhood of Poland, N.H.","The Brotherhood of Poland, N.H.","http://fr.web.img1.acsta.net/medias/nmedia/18/35/64/79/18415375.jpg","Trois frères inséparables font face à leurs problèmes familiaux et professionnels dans une petite ville du New Hampshire."
"129","136","Le Monde de Joan","Joan of Arcadia","http://fr.web.img6.acsta.net/medias/nmedia/18/35/64/80/18415376.jpg","A 16 ans, la vie de Joan est celle des adolescentes de son âge. A la particularité près qu'elle reçoit dans le plus grand secret des directives spécifiques de Dieu lui-même, qui lui apparaît sous diverses formes humaines..."
"130","138","Oliver Beene","Oliver Beene","http://fr.web.img4.acsta.net/medias/nmedia/18/35/64/82/18415378.jpg","Oliver Beene évoque sa jeunesse dans l'Amérique en pleine guerre froide ; sa famille, l'école, ses amis..."
"131","139","Wanda at Large","Wanda at Large","http://fr.web.img6.acsta.net/medias/nmedia/18/35/64/83/18415379.jpg","Correspondante locale d'un talk show politique, Wanda apporte un peu de son tempérament de feu dans ce show conservateur."
"132","140","The Ortegas","The Ortegas","http://fr.web.img5.acsta.net/medias/nmedia/18/35/64/84/18415380.jpg","Luis Ortega est l'animateur de son propre talk-show grâce à ses parents qui ont permis la construction d'un studio télé dans l'arrière-cour de la maison. Famille, amis et voisins sont ainsi les invités de son émission."
"133","141","Arrested Development","Arrested Development","http://fr.web.img6.acsta.net/pictures/210/089/21008964_20130528160332019.jpg","Veuf avec un fils de 13 ans, Michael est parti s'installer en Arizona pour débuter une nouvelle vie loin de sa riche famille. En apprenant l'arrestation de son père suite à des magouilles financières, Michael est contraint de rentrer auprès des siens."
"134","142","Skin","Skin","http://fr.web.img3.acsta.net/medias/nmedia/18/35/64/86/18415382.jpg","Adam et Jewel s'aiment passionnément. Mais leur amour est mis à rude épreuve par leurs familles respectives qui font tout pour les éloigner l'un de l'autre, voire les détruire. Quand l'industrie du porno affronte le monde de la justice et de la politique."
"135","143","A Minute With Stan Hooper","A Minute With Stan Hooper","http://fr.web.img5.acsta.net/medias/nmedia/18/35/64/87/18415383.jpg","Un journaliste new-yorkais s'installe avec son épouse dans le Winsconsin pour découvrir les plaisirs de l'Amérique profonde. Mais il ne retrouve pas vraiment le style de vie idyllique et les valeurs traditionnelles qu'il espérait."
"136","144","Tru Calling : compte à rebours","Tru Calling","http://fr.web.img1.acsta.net/medias/nmedia/18/35/64/88/18415384.jpg","Etudiante en médecine, Tru travaille à mi-temps dans une morgue. Parfois, des cadavres lui demandent de les aider. Tru revit alors sa dernière journée, et va tout tenter pour sauver la personne. Mais c'est sans compter sur Jack qui va lui compliquer la tâche..."
"137","145","Newport Beach","The O.C.","http://fr.web.img3.acsta.net/medias/nmedia/18/35/64/89/18415385.jpg","Originaire d'un quartier pauvre, Ryan Atwood arrive à Newport Beach, une ville abritant les familles les plus aisées du comté de l'Orange County. Pour se faire une place au milieu de ce beau monde, il peut compter sur son nouvel ami Seth, amoureux de la jolie Summer mais qui ne le remarque pas..."
"138","146","Luis","Luis","http://fr.web.img2.acsta.net/medias/nmedia/18/35/64/90/18415386.jpg","Propriétaire d'une boutique de donuts et gérant d'un immeuble, Luis réalise son rêve américain. Mais entre sa famille, ses employés et les locataires de l'immeuble sa vie est loin d'être un rêve."
"139","147","Missing : disparus sans laisser de trace","Missing","http://fr.web.img4.acsta.net/medias/nmedia/18/35/64/91/18464455.jpg","Un agent du FBI tente de résoudre les crimes les plus délicats avec l'aide de sa nouvelle coéquipière, Jess Mastriani, une jeune recrue qui fait preuve de dons psychiques qu'elle utilise dans ses enquêtes."
"140","148","Adam Sullivan","A.U.S.A.","http://fr.web.img6.acsta.net/medias/nmedia/18/35/64/92/18415388.jpg","Trop crédule, le jeune et prometteur assistant juridique (Assistant United States Attorney) Adam Sullivan n'est pas au bout de ses surprises."
"141","149","Hunter (2003)","Hunter (2003)","http://fr.web.img2.acsta.net/medias/nmedia/18/35/64/93/18415389.jpg","Après le succès du téléfilm Hunter: Return to Justice, le lieutenant Rick Hunter et sa co-équipière Dee Dee McCall reprennent du service pour quelques épisodes."
"142","150","Le Cartel","Kingpin","http://fr.web.img1.acsta.net/medias/nmedia/18/35/64/94/18415390.jpg","Diplômé de Stanford, Miguel Cadena est à la tête du cartel de la drogue que sa famille dirige depuis des générations. Un style de vie huppé qui cache trafic de drogue, machinations et autres intrigues."
"143","151","Mister Sterling","Mister Sterling","http://fr.web.img3.acsta.net/medias/nmedia/18/35/64/95/18415391.jpg","Le jeune sénateur Sterling s'efforce de naviguer dans le milieu trouble de la politique à Washington. Pour l'aider dans sa tâche, il est entouré de sa propre équipe."
"144","152","Ellie dans tous ses états","Watching Ellie","http://fr.web.img5.acsta.net/medias/nmedia/18/35/64/96/18415392.jpg","Chaque épisode retrace 22 minutes de la vie d'Eleanor Riggs. Entre ses séances chez le psy, son job de chanteuse dans un club, sa famille et ses amis, Eleanor n'a pas le temps de s'ennuyer.Note : Pour la saison 2, le temps réel a été laissé de côté pour revenir à une sitcom plus traditionnelle tournée..."
"145","153","Las Vegas","Las Vegas","http://fr.web.img6.acsta.net/medias/nmedia/18/64/79/64/18804367.jpg","Le Montecito est un des plus importants casino de Las Vegas. Pour ses employés comme pour ses clients, la vie y est parfois dangereuse, toujours trépidante..."
"146","154","Whoopi","Whoopi","http://fr.web.img3.acsta.net/medias/nmedia/18/35/64/98/18415394.jpg","Ex-chanteuse avec un unique succès, Mavis Rae, aujourd'hui propriétaire un petit hôtel new yorkais, ouvre un bar pour les clients de l'hôtel devant lesquels elle peut enfin se produire en chantant..."
