"id","acteur","filmID"
"157","Dirk Bogarde","2836"
"158","Dirk Bogarde","2966"
"159","Dirk Bogarde","4136"
"160","Dirk Bogarde","4173"
"161","Nino Manfredi","30"
"162","Nino Manfredi","39"
"163","Van Heflin","31"
"164","Halina Labornarska","32"
"165","Michel Piccoli","33"
"166","Michel Piccoli","146"
"167","Michel Piccoli","1237"
"168","Michel Piccoli","1253"
"169","Michel Piccoli","1262"
"170","Michel Piccoli","1531"
"171","Michel Piccoli","1615"
"172","Michel Piccoli","1881"
"173","Michel Piccoli","2016"
"174","Michel Piccoli","2303"
"175","Michel Piccoli","2676"
"176","Michel Piccoli","3147"
"177","Michel Piccoli","3261"
"178","Michel Piccoli","3685"
"179","Michel Piccoli","3745"
"180","Michel Piccoli","4779"
"181","Michel Piccoli","4838"
"182","Michel Piccoli","4928"
"183","Michel Piccoli","5045"
"184","Jean-Claude Aimini","34"
"185","Marina Vlady","35"
"186","Marina Vlady","2024"
"187","Marina Vlady","2742"
"188","Marina Vlady","3071"
"189","Marina Vlady","3195"
"190","Marina Vlady","3435"
"191","Marina Vlady","5577"
"192","Nicolas Tseretelli","36"
"193","Julien Carette","37"
"194","Julien Carette","1123"
"195","Julien Carette","2602"
"196","Julien Carette","2623"
"197","Julien Carette","3375"
"198","Julien Carette","6056"
"199","Roger Ibanez","38"
"200","Philippe Noiret","40"
"201","Philippe Noiret","341"
"202","Philippe Noiret","495"
"203","Philippe Noiret","1258"
"204","Philippe Noiret","2014"
"205","Philippe Noiret","2137"
"206","Philippe Noiret","2401"
"207","Philippe Noiret","3400"
"208","Philippe Noiret","3414"
"209","Philippe Noiret","5024"
"210","Philippe Noiret","5025"
"211","Philippe Noiret","5443"
"212","Philippe Noiret","5585"
"213","Philippe Noiret","6430"
"214","Gaston Monot","41"
"215","Severin-Mars","42"
"216","Sophia Loren","43"
"217","Sophia Loren","3118"
"218","Sophia Loren","4457"
"219","Sophia Loren","4647"
"220","Edwige Feuillère","44"
"221","Edwige Feuillère","1680"
"222","Edwige Feuillère","2502"
"223","Edwige Feuillère","2629"
"224","Edwige Feuillère","2651"
"225","Edwige Feuillère","2784"
"226","Edwige Feuillère","2840"
"227","Edwige Feuillère","3009"
"228","Edwige Feuillère","3343"
"229","Edwige Feuillère","4732"
"230","Edwige Feuillère","5336"
"231","Edwige Feuillère","6409"
"232","Errol Flynn","45"
"233","Errol Flynn","1896"
"234","Jean Gabin","46"
"235","Jean Gabin","274"
"236","Jean Gabin","562"
"237","Jean Gabin","895"
"238","Jean Gabin","1023"
"239","Jean Gabin","1555"
"240","Jean Gabin","2206"
"241","Jean Gabin","2295"
"242","Jean Gabin","2509"
"243","Jean Gabin","2996"
"244","Jean Gabin","3076"
"245","Jean Gabin","3144"
"246","Jean Gabin","3198"
"247","Jean Gabin","3412"
"248","Jean Gabin","4212"
"249","Jean Gabin","4291"
"250","Jean Gabin","4590"
"251","Jean Gabin","5601"
"252","Jean Gabin","6505"
"253","Akira Kurosawa","47"
"254","Gaston Guez","48"
"255","Michael Douglas","49"
"256","Michael Douglas","1351"
"257","Michael Douglas","3784"
"258","Michael Douglas","5341"
"259","Michael Douglas","6923"
"260","Ingrid Thulin","50"
"261","Ingrid Thulin","416"
"262","Ingrid Thulin","717"
"263","Ingrid Thulin","1286"
"264","Ingrid Thulin","1607"
"265","Ingrid Thulin","1634"
"266","Karen Maxwell","51"
"267","Rüdiger Vogler","52"
"268","Rüdiger Vogler","72"
"269","Rüdiger Vogler","94"
"270","Rüdiger Vogler","1826"
"271","Rüdiger Vogler","4403"
"272","Rüdiger Vogler","6800"
"273","Eva Mattes","53"
"274","Eva Mattes","2007"
"275","Eva Mattes","7249"
"276","Sigourney Weaver","54"
"277","Sigourney Weaver","1854"
"278","Sigourney Weaver","2937"
"279","Sigourney Weaver","5597"
"280","Sigourney Weaver","6719"
"281","Vincent Spano","55"
"282","Vincent Spano","2175"
"283","Vincent Spano","5307"
"284","Dean Stockwell","56"
"285","Farley Granger","57"
"286","Farley Granger","601"
"287","Farley Granger","1169"
"288","Tom Hulce","58"
"289","Tom Hulce","376"
"290","Danièle Dubroux","59"
"291","Danièle Dubroux","329"
"292","Stathis Giallelis","60"
"293","Richard Gere","61"
"294","Richard Gere","4377"
"295","Richard Gere","4570"
"296","Richard Gere","4829"
"297","Richard Gere","4976"
"298","Richard Gere","5302"
"299","Hanna Schygulla","62"
"300","Hanna Schygulla","188"
"301","Hanna Schygulla","420"
"302","Hanna Schygulla","1206"
"303","Hanna Schygulla","1502"
"304","Hanna Schygulla","2791"
"305","Hanna Schygulla","4688"
"306","Hanna Schygulla","4916"
"307","Marc Perrone","63"
"308","Robert Liensol","64"
"309","Robert Liensol","2325"
"310","Robert Liensol","4699"
"311","Pierre Arditi","65"
"312","Pierre Arditi","151"
"313","Pierre Arditi","410"
"314","Pierre Arditi","698"
"315","Pierre Arditi","3720"
"316","Pierre Arditi","4767"
"317","Sophie Marceau","66"
"318","Maurice Baquet","67"
"319","Maurice Baquet","900"
"320","Maurice Baquet","4459"
"321","Maurice Baquet","5758"
"322","Marlene Dietrich","68"
"323","Marlene Dietrich","486"
"324","Marlene Dietrich","1887"
"325","Marlene Dietrich","1951"
"326","Marlene Dietrich","2233"
"327","Marlene Dietrich","2516"
"328","Marlene Dietrich","3051"
"329","Marlene Dietrich","4345"
"330","Marlene Dietrich","5158"
"331","Marlene Dietrich","6497"
"332","Delphine Seyrig","69"
"333","Delphine Seyrig","173"
"334","Delphine Seyrig","1649"
"335","Delphine Seyrig","1882"
"336","Delphine Seyrig","1888"
"337","Delphine Seyrig","3447"
"338","Delphine Seyrig","3465"
"339","Delphine Seyrig","4418"
"340","Delphine Seyrig","5291"
"341","Volker Spengler","70"
"342","Volker Spengler","1278"
"343","Raymond Depardon","71"
"344","Aileen Quinn","73"
"345","Woody Allen","74"
"346","Woody Allen","120"
"347","Woody Allen","473"
"348","Woody Allen","668"
"349","Woody Allen","1355"
"350","Woody Allen","1356"
"351","Woody Allen","1618"
"352","Woody Allen","1629"
"353","Woody Allen","1631"
"354","Woody Allen","1765"
"355","Woody Allen","2153"
"356","Woody Allen","2179"
"357","Woody Allen","2513"
"358","Woody Allen","3187"
"359","Woody Allen","4698"
"360","Woody Allen","6252"
"361","Stig Jarrel","75"
"362","Rupert Everett","76"
"363","Mauricio do Valle","78"
"364","Erland Josephson","79"
"365","Erland Josephson","91"
"366","Erland Josephson","1514"
"367","Christophe Malavoy","80"
"368","Christophe Malavoy","1827"
"369","Christophe Malavoy","2387"
"370","Christophe Malavoy","7007"
"371","Claude Bertrand","81"
"372","Huub Stapel","82"
"373","Jean-Paul Belmondo","83"
"374","Jean-Paul Belmondo","216"
"375","Jean-Paul Belmondo","736"
"376","Jean-Paul Belmondo","2388"
"377","Jean-Paul Belmondo","2782"
"378","Jean-Paul Belmondo","2918"
"379","Jean-Paul Belmondo","3496"
"380","Jean-Paul Belmondo","3887"
"381","Jean-Paul Belmondo","5003"
"382","Jean-Paul Belmondo","6930"
"383","Jean Sorel","84"
"384","Jean Sorel","2539"
"385","Jean Sorel","4723"
"386","Jean Sorel","6195"
"387","Hermann Prey","85"
"388","Guru Dutt","86"
"389","Guru Dutt","3164"
"390","Fred MacMurray","87"
"391","Fred MacMurray","1917"
"392","Roger Carel","88"
"393","Roger Carel","872"
"394","Roger Carel","1918"
"395","Roger Carel","2021"
"396","Roger Carel","2871"
"397","Roger Carel","3423"
"398","Roger Carel","7103"
"399","Lee Marvin","89"
"400","Lee Marvin","399"
"401","Lee Marvin","6074"
"402","Arnon Zadok","90"
"403","William Hurt","92"
"404","William Hurt","103"
"405","William Hurt","2255"
"406","William Hurt","5231"
"407","Michael York","95"
"408","Michael York","2563"
"409","Michael York","5163"
"410","George O'Brien","96"
"411","Pierre Mondy","97"
"412","James Stewart","98"
"413","James Stewart","786"
"414","James Stewart","787"
"415","James Stewart","789"
"416","James Stewart","1313"
"417","James Stewart","1314"
"418","James Stewart","1786"
"419","James Stewart","2174"
"420","James Stewart","3358"
"421","James Stewart","3530"
"422","James Stewart","4409"
"423","James Stewart","5975"
"424","James Stewart","5976"
"425","James Stewart","5977"
"426","Harrison Ford","100"
"427","Harrison Ford","268"
"428","Harrison Ford","396"
"429","Harrison Ford","500"
"430","Harrison Ford","1684"
"431","Harrison Ford","3438"
"432","Harrison Ford","4201"
"433","Harrison Ford","6114"
"434","Alexandre Arcady","101"
"435","Carroll Baker","102"
"436","Carroll Baker","4650"
"437","Sara Scuderi","104"
"438","Christophe Allwright","105"
"439","Roman Polanski","106"
"440","Roman Polanski","2165"
"441","Sumiko Sakamoto","107"
"442","Daniel Ceccaldi","108"
"443","Vladimir Ivachov","109"
"444","Georges Sellier","110"
"445","Robert Newton","111"
"446","Ryan O'Neal","112"
"447","Ryan O'Neal","1566"
"448","Ryan O'Neal","4010"
"449","Daniel Mesguich","115"
"450","Daniel Mesguich","131"
"451","Larry Roberts","116"
"452","Matthew Modine","117"
"453","Matthew Modine","2343"
"454","Matthew Modine","6707"
"455","Denis Lavant","118"
"456","Denis Lavant","3216"
"457","Jonathan Pryce","119"
"458","Carl Reiner","121"
"459","Gary Cooper","122"
"460","Gary Cooper","445"
"461","Gary Cooper","835"
"462","Gary Cooper","1269"
"463","Gary Cooper","2069"
"464","Gary Cooper","2166"
"465","Gary Cooper","2452"
"466","Gary Cooper","2476"
"467","Gary Cooper","4892"
"468","Gary Cooper","5132"
"469","Gary Cooper","5230"
"470","Patrick de Barding","123"
"471","Julie Christie","124"
"472","Julie Christie","696"
"473","Julie Christie","2683"
"474","Julie Christie","4996"
"475","Nigel Havers","125"
"476","Michael Lonsdale","128"
"477","Michael Lonsdale","765"
"478","Michael Lonsdale","2958"
"479","Michael Lonsdale","3112"
"480","Marília Pêra","129"
"481","Jane Asher","130"
"482","Ralph Brown (II)","132"
"483","Geraldine Chaplin","133"
"484","Geraldine Chaplin","2843"
"485","Alain Emery","134"
"486","Ava Gardner","135"
"487","Ava Gardner","960"
"488","Ava Gardner","2167"
"489","Donald Pleasence","136"
"490","Donald Pleasence","566"
"491","Donald Pleasence","1301"
"492","Donald Pleasence","4667"
"493","Donald Pleasence","4884"
"494","Sam Waterston","137"
"495","Sam Waterston","4889"
"496","Soumitra Chatterjee","138"
"497","Soumitra Chatterjee","185"
"498","Soumitra Chatterjee","859"
"499","Soumitra Chatterjee","3890"
"500","Soumitra Chatterjee","5021"
"501","Soumitra Chatterjee","5280"
"502","Soumitra Chatterjee","7374"
"503","Soumitra Chatterjee","7375"
"504","Vanity","139"
"505","Pierre Jolivet","140"
"506","Catherine Deneuve","141"
"507","Catherine Deneuve","366"
"508","Catherine Deneuve","372"
"509","Catherine Deneuve","387"
"510","Catherine Deneuve","957"
"511","Catherine Deneuve","1038"
"512","Catherine Deneuve","1072"
"513","Catherine Deneuve","1235"
"514","Catherine Deneuve","1498"
"515","Catherine Deneuve","1513"
"516","Catherine Deneuve","3688"
"517","Catherine Deneuve","3815"
"518","Catherine Deneuve","4582"
"519","Catherine Deneuve","4815"
"520","Catherine Deneuve","5315"
"521","Catherine Deneuve","5735"
"522","Catherine Deneuve","5793"
"523","Catherine Deneuve","6020"
"524","Catherine Deneuve","6077"
"525","Marlon Brando","142"
"526","Marlon Brando","324"
"527","Marlon Brando","621"
"528","Marlon Brando","686"
"529","Marlon Brando","1191"
"530","Marlon Brando","1365"
"531","Marlon Brando","1366"
"532","Marlon Brando","2271"
"533","Marlon Brando","4797"
"534","Maksim Munzuk","143"
"535","Mathieu Carrière","144"
"536","Mathieu Carrière","1627"
"537","Laurent Terzieff","145"
"538","Laurent Terzieff","3573"
"539","Laurent Terzieff","3962"
"540","Kyle MacLachlan","147"
"541","Dennis Hopper","148"
"542","Dennis Hopper","3138"
"543","Dennis Hopper","4094"
"544","Dennis Hopper","7057"
"545","Michael Elphick","149"
"546","Anthony Hopkins","150"
"547","Anthony Hopkins","5351"
"548","Anthony Hopkins","6913"
"549","Anthony Hopkins","7394"
"550","Arletty","152"
"551","Arletty","476"
"552","Arletty","1766"
"553","Arletty","2222"
"554","Arletty","2308"
"555","Arletty","3383"
"556","Arletty","4438"
"557","Jack Nance","153"
"558","Claudia Ohana","154"
"559","Claudia Ohana","3944"
"560","Freddie Jones","155"
"561","Bruce Campbell","156"
"562","Bruce Campbell","1302"
"563","Maurice Chevalier","157"
"564","Maurice Chevalier","569"
"565","Maurice Chevalier","716"
"566","Maurice Chevalier","3108"
"567","Maurice Chevalier","3392"
"568","Maurice Chevalier","4902"
"569","Don Alvarado","158"
"570","Gudrun Landgrebe","159"
"571","Gudrun Landgrebe","1434"
"572","Humphrey Bogart","160"
"573","Humphrey Bogart","382"
"574","Humphrey Bogart","880"
"575","Humphrey Bogart","1213"
"576","Humphrey Bogart","1532"
"577","Humphrey Bogart","2253"
"578","Humphrey Bogart","3317"
"579","Humphrey Bogart","3611"
"580","Humphrey Bogart","3945"
"581","Humphrey Bogart","5186"
"582","Humphrey Bogart","5198"
"583","Victor Lanoux","161"
"584","Victor Lanoux","1345"
"585","Victor Lanoux","2078"
"586","Victor Lanoux","4970"
"587","Natalie Wood","162"
"588","Natalie Wood","867"
"589","Natalie Wood","1737"
"590","Natalie Wood","4977"
"591","Charles Bronson","163"
"592","Charles Bronson","2384"
"593","Joseph Kostlinger","164"
"594","Powers Boothe","165"
"595","David Bowie","166"
"596","David Bowie","172"
"597","David Bowie","340"
"598","Anicee Alvina","167"
"599","Christopher Lambert","168"
"600","Christopher Lambert","1521"
"601","Christopher Lambert","6768"
"602","Janet York","169"
"603","Merle Oberon","170"
"604","Merle Oberon","1462"
"605","Ole Olsen","171"
"606","Robert Redford","174"
"607","Robert Redford","1293"
"608","Robert Redford","3839"
"609","Robert Redford","4406"
"610","Robert Redford","4794"
"611","Robert Powell","175"
"612","Robert Powell","1674"
"613","Robert Powell","2439"
"614","Robert Powell","2942"
"615","Jimi Hendrix","176"
"616","Sanjeev Kumar","177"
"617","Jeanne Moreau","178"
"618","Jeanne Moreau","364"
"619","Jeanne Moreau","584"
"620","Jeanne Moreau","1140"
"621","Jeanne Moreau","1228"
"622","Jeanne Moreau","1330"
"623","Jeanne Moreau","1957"
"624","Jeanne Moreau","2589"
"625","Jeanne Moreau","3077"
"626","Jeanne Moreau","3248"
"627","Jeanne Moreau","4611"
"628","Margarita Lozano","179"
"629","Margarita Lozano","1592"
"630","Margit Carstensen","180"
"631","John M. Jackson","181"
"632","James Mason","182"
"633","James Mason","916"
"634","James Mason","972"
"635","James Mason","2830"
"636","James Mason","3373"
"637","James Mason","4646"
"638","James Mason","5253"
"639","James Mason","5850"
"640","Jacques Thebault","183"
"641","Robert Mitchum","184"
"642","Robert Mitchum","578"
"643","Robert Mitchum","707"
"644","Robert Mitchum","753"
"645","Robert Mitchum","757"
"646","Robert Mitchum","782"
"647","Robert Mitchum","882"
"648","Robert Mitchum","1009"
"649","Robert Mitchum","1315"
"650","Robert Mitchum","2076"
"651","Robert Mitchum","2503"
"652","Robert Mitchum","3378"
"653","Robert Mitchum","4893"
"654","Robert Mitchum","5988"
"655","Robert Mitchum","6397"
"656","Anna Magnani","186"
"657","Anna Magnani","447"
"658","Anna Magnani","533"
"659","Anna Magnani","3149"
"660","Anna Magnani","3150"
"661","Anna Magnani","3157"
"662","Anna Magnani","3158"
"663","Anna Magnani","3172"
"664","Patrick Bruel","187"
"665","Patrick Bruel","3116"
"666","Raven De La Croix","190"
"667","Julie Andrews","191"
"668","Julie Andrews","338"
"669","Julie Andrews","1572"
"670","Brigitte Bardot","192"
"671","Brigitte Helm","193"
"672","Brigitte Helm","3867"
"673","Brigitte Helm","5061"
"674","Brigitte Helm","5098"
"675","Brigitte Helm","5131"
"676","Hugh Fraser","194"
"677","Ben Gazzara","195"
"678","Ben Gazzara","956"
"679","Ben Gazzara","3942"
"680","Brad Davis","196"
"681","Brad Davis","680"
"682","Ken Ogata","197"
"683","Ken Ogata","1645"
"684","Clark Gable","198"
"685","Clark Gable","2546"
"686","Clark Gable","4267"
"687","Emile Chautard","200"
"688","Graham Chapman","201"
"689","Graham Chapman","202"
"690","Graham Chapman","1672"
"691","Pablo Picasso","203"
"692","Pablo Picasso","1976"
"693","Pablo Picasso","2350"
"694","Kurt Russell","204"
"695","Kurt Russell","845"
"696","Kurt Russell","1796"
"697","Kurt Russell","2510"
"698","Kurt Russell","5058"
"699","Kurt Russell","7398"
"700","Oleg Yankovsky","205"
"701","Oleg Yankovsky","650"
"702","Jezabel Carpi","206"
"703","Marcella Petrelli","207"
"704","Cary Grant","208"
"705","Cary Grant","419"
"706","Cary Grant","708"
"707","Cary Grant","714"
"708","Cary Grant","752"
"709","Cary Grant","784"
"710","Cary Grant","1107"
"711","Cary Grant","1210"
"712","Cary Grant","1317"
"713","Cary Grant","1353"
"714","Cary Grant","1362"
"715","Cary Grant","1630"
"716","Cary Grant","1776"
"717","Cary Grant","2026"
"718","Cary Grant","2236"
"719","Cary Grant","2326"
"720","Cary Grant","2328"
"721","Cary Grant","2344"
"722","Cary Grant","2512"
"723","Cary Grant","3166"
"724","Cary Grant","6237"
"725","Cary Grant","7072"
"726","Malcolm McDowell","209"
"727","Malcolm McDowell","1412"
"728","Breno Mello","210"
"729","Harry Dean Stanton","211"
"730","Harry Dean Stanton","7008"
"731","Renée Falconetti","212"
"732","Arielle Dombasle","213"
"733","Isabelle Huppert","214"
"734","Isabelle Huppert","482"
"735","Isabelle Huppert","1172"
"736","Isabelle Huppert","1883"
"737","Isabelle Huppert","2634"
"738","Isabelle Huppert","4745"
"739","Isabelle Huppert","5228"
"740","Isabelle Huppert","7091"
"741","Bruce Spence","215"
"742","Divine","217"
"743","Divine","2161"
"744","Bob Geldof","218"
"745","Fernando Ramos da Silva","219"
"746","Isabelle Adjani","220"
"747","Isabelle Adjani","247"
"748","Isabelle Adjani","2801"
"749","Isabelle Adjani","6254"
"750","Jean Poiret","221"
"751","Jean Poiret","1249"
"752","Jean Poiret","6716"
"753","Jean-Marie Patte","222"
"754","Anthony Perkins","223"
"755","Anthony Perkins","1343"
"756","Michael Caine","224"
"757","Michael Caine","2685"
"758","Michael Caine","3788"
"759","Michael Caine","5184"
"760","Michael Caine","6071"
"761","Michael Caine","6678"
"762","Michael Caine","7362"
"763","Bette Davis","225"
"764","Bette Davis","1008"
"765","Bette Davis","1083"
"766","Bette Davis","1337"
"767","Bette Davis","2132"
"768","Bette Davis","4689"
"769","Bette Davis","6544"
"770","Terence Stamp","226"
"771","Terence Stamp","253"
"772","Terence Stamp","2959"
"773","Juliette Binoche","227"
"774","Juliette Binoche","5150"
"775","Juliette Binoche","6134"
"776","Brian Bedford","228"
"777","Mia Farrow","229"
"778","Mia Farrow","2008"
"779","Mia Farrow","4575"
"780","Mia Farrow","5156"
"781","Victor Banerjee","230"
"782","Garry Cadenat","231"
"783","Matt Dillon","232"
"784","Matt Dillon","660"
"785","Matt Dillon","3851"
"786","Chhabi Biswas","233"
"787","Paolo Bonacelli","234"
"788","Richard Berry","235"
"789","Richard Berry","836"
"790","Richard Berry","3614"
"791","Jennifer O'Neill","236"
"792","Jennifer O'Neill","2155"
"793","Paul Muni","237"
"794","Paul Muni","1738"
"795","Paul Muni","2995"
"796","Paul Muni","5208"
"797","Paul Muni","6539"
"798","Paul Muni","6542"
"799","Paul Muni","6543"
"800","Paul Muni","6547"
"801","Charlton Heston","240"
"802","Charlton Heston","241"
"803","Charlton Heston","936"
"804","Charlton Heston","1275"
"805","Charlton Heston","1857"
"806","Charlton Heston","2477"
"807","Charlton Heston","4204"
"808","Charlton Heston","4207"
"809","Charlton Heston","6580"
"810","Gérard Lanvin","242"
"811","Gérard Lanvin","1321"
"812","Gérard Lanvin","3012"
"813","Gérard Lanvin","3850"
"814","Jeff Bridges","243"
"815","Jeff Bridges","3781"
"816","Jeff Bridges","5091"
"817","Jeff Bridges","7369"
"818","Vanessa Redgrave","244"
"819","Vanessa Redgrave","1563"
"820","Vanessa Redgrave","5595"
"821","Vanessa Redgrave","6212"
"822","Anthony Quinn","245"
"823","Anthony Quinn","3792"
"824","John Lurie","246"
"825","Charles Laughton","248"
"826","Charles Laughton","2601"
"827","Charles Laughton","3312"
"828","Charles Laughton","3971"
"829","Arnold Schwarzenegger","250"
"830","Arnold Schwarzenegger","1685"
"831","Arnold Schwarzenegger","4269"
"832","Arnold Schwarzenegger","4614"
"833","Arnold Schwarzenegger","5160"
"834","Arnold Schwarzenegger","6076"
"835","Kader Boukhanef","251"
"836","John Belushi","252"
"837","Tim Curry","254"
"838","Tim Curry","3333"
"839","Bette Midler","255"
"840","Bette Midler","6783"
"841","Jacques Careuil","256"
"842","Philippe Ogouz","257"
"843","Carole Lombard","258"
"844","Brigitte Mira","259"
"845","Brigitte Mira","316"
"846","Darlene Gloria","260"
"847","Joe Dallesandro","261"
"848","Joe Dallesandro","354"
"849","Joe Dallesandro","1749"
"850","Joe Dallesandro","2120"
"851","Jeremy Irons","262"
"852","Jeremy Irons","474"
"853","Jeremy Irons","2974"
"854","Jeremy Irons","3763"
"855","Jeremy Irons","4511"
"856","Jeremy Irons","5275"
"857","Jeremy Irons","7156"
"858","Jeremy Irons","7359"
"859","Paul Courtois","263"
"860","Sabine Azéma","264"
"861","Sabine Azéma","1794"
"862","Sabine Azéma","6649"
"863","Sabine Azéma","6775"
"864","Eugenie Cisse Roland","265"
"865","Jose Antonio Valdelomar","266"
"866","Sam Parker","267"
"867","Juanita Brown","269"
"868","Nigel Davenport","270"
"869","Nigel Davenport","7146"
"870","Silvana Mangano","271"
"871","Silvana Mangano","1711"
"872","Silvana Mangano","2252"
"873","Gena Rowlands","272"
"874","Gena Rowlands","819"
"875","Gena Rowlands","1790"
"876","Gena Rowlands","5354"
"877","Gena Rowlands","6904"
"878","Marcello Mastroianni","273"
"879","Marcello Mastroianni","532"
"880","Marcello Mastroianni","1081"
"881","Marcello Mastroianni","1115"
"882","Marcello Mastroianni","1136"
"883","Marcello Mastroianni","1526"
"884","Marcello Mastroianni","1870"
"885","Marcello Mastroianni","2164"
"886","Marcello Mastroianni","2254"
"887","Marcello Mastroianni","2443"
"888","Marcello Mastroianni","2955"
"889","Marcello Mastroianni","3350"
"890","Marcello Mastroianni","3863"
"891","Marcello Mastroianni","4691"
"892","Marcello Mastroianni","5075"
"893","Marcello Mastroianni","5934"
"894","Zach Galligan","275"
"895","Zach Galligan","4135"
"896","Wallace Ford","276"
"897","Ingrid Bergman","278"
"898","Ingrid Bergman","535"
"899","Ingrid Bergman","2743"
"900","Ingrid Bergman","3309"
"901","Ingrid Bergman","5161"
"902","Ingrid Bergman","6578"
"903","Frank Currier","281"
"904","Harpo Marx","283"
"905","Harpo Marx","3089"
"906","Greta Garbo","284"
"907","Greta Garbo","285"
"908","Greta Garbo","415"
"909","Greta Garbo","2515"
"910","Greta Garbo","2900"
"911","Greta Garbo","4028"
"912","Greta Garbo","5199"
"913","Greta Garbo","7358"
